monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,rent_or_mortgage,financial_advice_score,actual_savings,savings_goal_met,net_cash_flow,expense_ratio,debt_pressure,financial_buffer,saving_behavior,spending_efficiency,lifestyle_burden,debt_ratio_flag,low_emergency_flag,income_type_Mixed,income_type_Salary,category_Education,category_Entertainment,category_Groceries,category_Healthcare,category_Insurance,category_Investments,category_Rent,category_Transportation,category_Utilities,cash_flow_status_Neutral,cash_flow_status_Positive,financial_stress_level_Low,financial_stress_level_Medium
3832.71,3230.77,0.23,3178.17,1,611.0,0.19,316.34,452.59,9,1095.63,73,0,585.69,3029.36,1254.48,62.5,601.94,0,601.94,0.8427267581533293,60.1046,0.339018556394793,0.15701239791220517,0.9373686865092504,0.15277368397713964,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2136.79,3444.29,0.34,2685.16,1,669.0,0.39,285.31,528.05,5,1967.83,53,0,283.44,2492.21,773.98,36.1,0.0,0,-1307.5,1.6111451545755195,111.27090000000001,0.5711652720090326,0.0,0.7233672637136497,0.13258552056095313,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5462.92,3049.29,0.29,2973.21,2,670.0,0.23,679.87,275.58,2,1431.37,41,0,582.65,1483.81,1502.86,39.0,2413.63,0,2413.63,0.5580773510593127,156.3701,0.46925702146353293,0.44173963015563916,0.48644882945555995,0.10663589510827391,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
2110.66,2707.86,0.24,1420.73,2,647.0,0.32,331.5,563.48,6,1153.64,86,0,309.46,3236.23,790.3,17.2,0.0,0,-597.2000000000003,1.2823371186649368,106.08,0.42587656800277607,0.0,1.1946833723411323,0.14654821325402764,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
3507.29,2661.4,0.26,3493.12,1,739.0,0.4,650.88,220.05,7,1405.48,74,0,248.39,2825.21,1009.85,11.2,845.89,0,845.8899999999999,0.7586031941487164,260.35200000000003,0.5278996394230769,0.24111176670115642,1.061151592548077,0.07080087450011259,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
2098.58,4614.09,0.16,2896.61,1,620.0,0.29,655.47,284.89,1,1381.6,58,0,494.7,1332.65,868.9,94.2,0.0,0,-2515.51,2.1976252393335813,190.0863,0.29936577618204624,0.0,0.2887592657998002,0.23561855228188494,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
3677.65,3489.82,0.3,2068.33,1,631.0,0.13,511.94,347.32,7,1729.56,66,1,362.3,2576.38,1284.68,50.0,187.83,0,187.82999999999993,0.9486686692128906,66.5522,0.49545951953982154,0.05105949193318201,0.7380443563403442,0.09848721677789407,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1884.19,2764.11,0.29,3904.13,1,676.0,0.41,550.79,394.33,6,1692.29,59,0,633.22,2517.59,1187.56,68.6,0.0,0,-879.9200000000001,1.4662235636726273,225.82389999999998,0.6120154351906434,0.0,0.9104845738505882,0.3358918729677115,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
3697.31,3523.56,0.17,3122.47,1,743.0,0.52,351.55,247.39,6,493.09,62,0,516.89,2177.0,919.0,90.6,173.75,0,173.75,0.9527486879142094,182.806,0.13990115078194157,0.0469809183113368,0.6176657511859637,0.1397638380773921,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4726.33,3948.38,0.14,2539.69,1,691.0,0.48,369.67,409.83,7,1320.35,96,0,478.5,1850.42,929.73,73.7,777.95,0,777.9499999999998,0.8352241117078775,177.4416,0.3343182980619743,0.16456435239342293,0.46853430158657816,0.10121992752780111,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2911.22,1886.67,0.17,2330.65,1,631.0,0.52,448.13,112.31,7,1431.26,35,0,755.99,1737.44,1501.13,43.5,1024.55,0,1024.5499999999997,0.6478459731751036,233.0276,0.7582151541318133,0.3518106461737094,0.920415114930046,0.25959233849091073,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
3972.53,2793.73,0.22,2700.51,1,759.0,0.44,469.72,955.5,7,1359.6,82,0,563.8,2305.04,1187.25,79.7,1178.8,0,1178.8000000000002,0.7030851660865779,206.67680000000001,0.4864870667291652,0.2966631685176656,0.8247809269589549,0.1418889501274685,1,0,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
5136.85,2474.84,0.28,2837.11,0,694.0,0.25,428.59,529.61,7,1045.61,64,0,435.07,2900.43,943.32,81.4,2662.01,0,2662.01,0.4816878655468727,107.1475,0.42232535220369644,0.5181175005109141,1.1714933113609924,0.08467938923868933,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
4124.22,2712.7,0.26,3029.37,1,706.0,0.21,308.5,258.74,5,615.45,94,0,643.02,1682.26,839.09,78.3,1411.52,0,1411.5200000000004,0.6575891710017889,64.785,0.22679367653019866,0.34216841768439016,0.6199137708663449,0.15587532301307566,0,0,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
4622.48,2219.51,0.18,2541.05,1,661.0,0.46,318.48,591.38,3,2306.84,27,0,260.55,1651.01,903.63,64.1,2402.97,0,2402.9699999999993,0.4800518224367793,146.50080000000003,1.0388784558502326,0.5197318902644761,0.7435273878523402,0.05635365568792339,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
4859.63,2830.71,0.4,2665.05,1,609.0,0.32,787.17,459.74,2,768.35,31,0,186.89,1921.24,1611.29,39.8,2028.92,0,2028.92,0.5823751242122934,251.8944,0.2713378135472912,0.4174191411401403,0.6784734312482563,0.0384497482836587,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
5414.37,3328.5,0.1,2707.47,0,665.0,0.56,540.72,512.29,5,1233.88,41,0,468.01,2460.65,964.77,47.7,2085.87,0,2085.87,0.6146394429189511,302.80320000000006,0.37059017870551136,0.3851758974917688,0.7390449016368824,0.08642253437899904,1,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
6042.51,2246.36,0.05,2185.71,0,620.0,0.5,419.3,579.51,5,1513.09,22,0,383.93,1975.73,423.02,27.9,3796.15,1,3796.15,0.37169790403259034,209.65,0.6732744197636337,0.6281366292105085,0.8791337391428165,0.06352765197707955,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
4422.94,2989.14,0.32,2506.2,1,662.0,0.38,440.32,326.25,9,322.35,90,0,809.16,1000.0,1618.9,27.3,1433.8,0,1433.7999999999997,0.6756737207104979,167.3216,0.10780431685472923,0.32410023644081976,0.3344325014882246,0.18290483143984776,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
4012.76,2193.69,0.3,3328.25,1,617.0,0.53,720.24,0.0,6,1168.02,96,0,183.69,1375.03,489.72,65.4,1819.07,0,1819.0700000000002,0.5465423941640756,381.72720000000004,0.5322027256696845,0.45320846288766636,0.6265258419184486,0.04576506816551064,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
3163.61,4000.56,0.22,2749.02,2,619.0,0.29,377.91,686.52,6,1411.56,96,0,220.76,2389.84,1197.82,89.5,0.0,0,-836.9499999999998,1.2641557727492487,109.5939,0.3527524265536441,0.0,0.5972270814382391,0.06975899083931353,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
2980.36,2083.75,0.15,3026.26,2,690.0,0.23,365.45,213.49,6,453.89,78,0,96.31,2709.84,1127.79,84.0,896.61,0,896.6100000000001,0.6989259935063192,84.0535,0.2177191509773354,0.3007385891002764,1.2998393092696967,0.032304049158773177,0,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
3515.99,3276.12,0.06,3289.32,0,633.0,0.12,479.01,353.98,8,347.98,38,0,482.87,2536.01,1042.06,98.8,239.87,0,239.8699999999999,0.9315124580962698,57.481199999999994,0.10618469875988674,0.06820320785671839,0.773853261400254,0.1372963812805837,0,1,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
3855.03,2510.28,0.4,3054.35,1,736.0,0.52,247.74,223.91,9,497.88,22,0,352.05,2030.87,994.3,80.7,1344.75,0,1344.75,0.6510011592233463,128.8248,0.19825746232996716,0.3487395066947093,0.8086991494377368,0.0912985635485201,1,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
3725.58,3430.91,0.08,2739.51,1,771.0,0.43,588.68,736.18,9,890.21,70,0,0.0,1675.65,834.94,88.5,294.67,0,294.6700000000001,0.920659156653017,253.13239999999996,0.25939200037297017,0.07907250079161054,0.48825581090413217,0.0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
5423.61,3424.74,0.39,2646.35,2,718.0,0.2,330.56,610.25,4,735.81,86,0,546.81,2287.09,1768.19,62.6,1998.87,0,1998.87,0.6313338654760434,66.11200000000001,0.21478862960995287,0.36848178947426635,0.6676192589046455,0.10080171662110271,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
5273.97,2583.11,0.16,3373.36,2,602.0,0.44,426.18,621.56,7,898.01,71,0,547.92,2573.98,1370.0,72.8,2690.86,0,2690.86,0.48969188450360857,187.5192,0.3475122963031759,0.5101185409585268,0.9960798882400517,0.10387168078681015,1,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
4276.99,2785.21,0.31,3381.24,0,731.0,0.22,480.68,282.26,7,2344.53,29,0,482.68,2102.28,866.95,46.9,1491.78,0,1491.7799999999997,0.6510557528184966,105.7496,0.8414764141970634,0.34871049254439584,0.754530347676593,0.11282868823910296,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
4781.39,3279.82,0.29,2503.33,2,691.0,0.36,742.09,0.0,7,0.0,62,0,119.8,2368.1,1530.57,22.2,1501.57,0,1501.5700000000002,0.6858119057625999,267.1524,0.0,0.31397899376671495,0.7218012570028224,0.025050236388082108,0,1,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
4457.69,3522.27,0.3,2887.95,1,632.0,0.13,390.65,0.0,3,1154.66,35,0,469.88,2333.02,1607.09,51.5,935.42,0,935.4199999999996,0.7899786708652093,50.7845,0.3277239609794311,0.20979704801186,0.6621746275477043,0.10538521404268968,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
3782.73,2241.48,0.16,3606.0,1,689.0,0.5,564.04,278.85,9,790.98,25,0,260.49,2092.8,1181.67,4.2,1541.25,0,1541.25,0.592399563393794,282.02,0.35272555385109344,0.40733614713523425,0.9332524704791125,0.06884476429343532,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
3933.49,4154.43,0.37,3058.63,1,635.0,0.13,880.34,552.72,3,210.08,52,0,598.5,3256.12,1213.39,98.0,0.0,0,-220.9400000000005,1.0559005106125572,114.44420000000001,0.050555538175351286,0.0,0.7835819638400838,0.15211628444855624,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
4047.29,2359.97,0.07,3092.41,1,599.0,0.4,602.42,342.41,3,857.38,21,0,662.09,1979.19,969.63,77.9,1687.32,0,1687.3200000000002,0.5829547784373155,240.968,0.36314735045341534,0.41679820368600073,0.8382952769412573,0.16354806597353452,0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
4076.19,3117.55,0.32,2422.02,1,728.0,0.59,358.86,160.08,5,471.82,70,0,482.28,2970.22,519.17,4.2,958.64,0,958.6399999999999,0.7646320137153285,211.7274,0.15129467220342788,0.23512271932384804,0.9524362283753667,0.1182873498659616,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
4155.26,3157.23,0.17,2270.44,1,720.0,0.27,743.05,245.03,2,1347.98,27,0,697.79,2778.93,1396.85,11.9,998.03,0,998.0300000000002,0.7596324580271686,200.6235,0.4268150198053973,0.24012694104796137,0.8799010838349328,0.16788891936500602,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
1900.97,3577.86,0.4,3450.97,2,744.0,0.31,548.82,237.28,9,1398.07,35,0,719.91,2969.82,1418.73,5.2,0.0,0,-1676.89,1.8811337718260541,170.13420000000002,0.39064674225870805,0.0,0.8298229045003157,0.37850754743765674,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2402.19,2901.92,0.06,2919.87,1,705.0,0.18,686.61,461.51,6,1569.13,54,0,702.66,2610.4,1762.45,39.9,0.0,0,-499.73,1.2075283269321193,123.5898,0.5405350474694446,0.0,0.8992324969341216,0.2923863697834961,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
3764.31,2918.07,0.22,2831.01,1,662.0,0.44,671.29,0.0,4,789.59,96,0,619.13,2275.19,1127.83,66.0,846.24,0,846.2399999999998,0.7749879823971998,295.3676,0.2704936846324343,0.22474643522047322,0.7794228983888704,0.16443002037016874,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
3549.62,2797.15,0.07,2304.84,1,690.0,0.16,639.79,313.85,7,713.24,94,0,722.47,2522.92,906.81,71.6,752.47,0,752.4699999999998,0.7877919912578649,102.3664,0.25489698550828227,0.21192636778928753,0.9016385826349552,0.20347713920385738,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
4722.51,3075.01,0.34,2922.43,1,655.0,0.33,632.85,130.94,3,662.47,82,0,738.87,1951.17,936.35,32.4,1647.5,0,1647.5,0.651001056417791,208.84050000000002,0.21536666005637173,0.3487872366100633,0.63431848401013,0.15642393050930345,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
3393.56,3409.64,0.4,3043.73,1,614.0,0.19,415.4,249.76,4,1264.6,96,0,626.21,3048.68,920.01,41.1,0.0,0,-16.079999999999927,1.0044424019607843,78.926,0.3707808505148594,0.0,0.8938732906433983,0.18447457107843138,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
4264.95,1818.65,0.09,2964.82,1,561.0,0.27,153.88,30.37,8,1429.66,35,0,466.6,3184.95,1485.3,27.8,2446.3,0,2446.2999999999997,0.4263177018014745,41.5476,0.7856785645591186,0.5734478838242362,1.7503091253812544,0.10937774704344871,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
3170.26,2214.21,0.36,2228.47,2,661.0,0.28,306.82,466.11,2,1084.61,40,0,925.74,2129.03,1027.2,67.7,956.05,0,956.0500000000002,0.69821143646374,85.90960000000001,0.48961949431430873,0.30147323146005056,0.9610962391827412,0.29191551623014195,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
4573.38,3768.84,0.27,2182.29,1,749.0,0.55,146.4,464.62,5,1591.2,86,0,293.81,1930.96,686.66,54.3,804.54,0,804.54,0.823901818388503,80.52000000000001,0.4220868790187382,0.17587957275084273,0.5122127199032319,0.06422946934885165,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
2800.92,1663.92,0.24,2369.23,1,657.0,0.17,125.73,553.6,4,1420.61,82,0,487.92,2253.56,1787.83,23.0,1137.0,0,1137.0,0.5938499314755596,21.374100000000002,0.8532602167071089,0.4057931703974417,1.353554525142349,0.1741377341251713,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
5578.55,2600.71,0.06,1942.39,2,700.0,0.45,262.58,813.12,3,1379.9,74,0,473.79,2580.57,1051.48,53.8,2977.84,1,2977.84,0.46611465082309506,118.161,0.5303819411079637,0.5337061232536674,0.9918745747988823,0.0849154501707127,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
4078.42,2546.59,0.33,2892.13,2,630.0,0.37,589.78,690.28,8,1376.49,22,0,784.24,1158.34,1571.24,6.3,1531.83,0,1531.83,0.6242529575282761,218.21859999999998,0.5403106465326053,0.3755019095851861,0.4546806982285218,0.1922430149383981,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
4116.03,2919.91,0.14,2697.48,1,688.0,0.53,485.74,386.86,9,897.14,76,0,228.4,2745.38,916.7,64.1,1196.12,0,1196.12,0.7092272827742329,257.4422,0.3071440064911278,0.2905298236835777,0.9399057143150594,0.05547688503605755,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
4268.09,2534.99,0.13,1820.82,2,750.0,0.5,470.08,499.18,3,928.08,80,0,430.83,2556.3,1076.83,76.0,1733.1,0,1733.1000000000004,0.5938010208264524,235.04,0.36596358818449604,0.4059647372156595,1.008008706658938,0.10091846271687877,1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
5466.77,3518.15,0.15,3075.67,1,675.0,0.33,300.01,419.52,8,872.66,29,0,555.2,2010.92,1257.5,87.6,1948.62,0,1948.6200000000003,0.6434341605444267,99.0033,0.24797465297017746,0.35638294953884303,0.5714220763536649,0.10154048176861866,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
3593.89,3401.82,0.25,2155.52,1,619.0,0.13,725.61,698.79,7,1860.17,96,0,348.61,3220.52,862.47,68.3,192.07,0,192.0699999999997,0.9462932106406594,94.3293,0.5466554210919179,0.05342861673097091,0.9464267871941506,0.0969737599759659,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
5216.32,3003.14,0.25,3287.03,1,695.0,0.25,322.61,207.54,4,429.86,25,0,152.69,1446.48,1084.08,77.3,2213.18,0,2213.18,0.5756096999992333,80.6525,0.14308920356574595,0.4241986307146198,0.4814955361600991,0.02926598330177179,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
3997.43,2243.56,0.16,2257.94,1,683.0,0.45,399.33,705.24,2,466.72,32,0,776.76,2170.57,2614.62,37.1,1753.87,0,1753.87,0.5611102357675388,179.6985,0.20793384895035108,0.43863966606893207,0.9670358555797128,0.1942662495029299,1,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
4838.69,4392.42,0.26,3274.63,2,645.0,0.5,723.09,919.03,7,1226.78,87,0,470.58,1931.79,936.57,23.8,446.27,0,446.2699999999995,0.9075829236996585,361.545,0.2792312139517733,0.09221045149586028,0.43970073427990036,0.09723350049280016,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
3613.29,1069.2,0.25,3365.82,2,649.0,0.48,516.49,465.08,8,609.45,93,0,226.87,3212.17,485.97,99.4,2544.09,0,2544.09,0.2958257361750164,247.9152,0.569472995701738,0.7038975843111649,3.0014670155111194,0.0627702813000617,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4055.69,4699.43,0.16,1905.94,1,764.0,0.41,262.43,483.13,6,354.31,24,0,342.8,1307.91,860.13,38.0,0.0,0,-643.7400000000002,1.1584395159600562,107.5963,0.07537821007865238,0.0,0.27825326619054,0.08450238987943373,1,1,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
4533.65,3390.89,0.16,2109.21,1,658.0,0.27,568.54,122.02,7,1332.26,84,0,870.45,3362.31,2114.22,25.8,1142.76,0,1142.7599999999998,0.7477732570319651,153.5058,0.392778067684978,0.25200621878204493,0.9912791983230589,0.19195527769508122,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
5532.8,810.91,0.32,2731.72,0,691.0,0.14,416.89,228.69,9,1635.48,59,0,545.09,2136.32,1562.54,45.2,4721.89,1,4721.89,0.146537641403737,58.3646,2.0143611976696927,0.853281650945101,2.6312275991181293,0.09850193357186744,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
5295.24,1740.05,0.11,3118.97,1,726.0,0.16,525.73,356.75,8,1003.08,24,0,811.35,1293.6,1000.74,72.3,3555.19,1,3555.1899999999996,0.32854440131111884,84.1168,0.5761350908934264,0.6712667854931046,0.7429999138450935,0.15319358639336586,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
3705.56,2972.45,0.18,2874.56,1,692.0,0.11,686.14,0.0,4,1420.62,77,0,47.46,1052.47,1347.05,97.4,733.11,0,733.1100000000001,0.8019430415263749,75.4754,0.4777682490036826,0.19778716653716655,0.35395584253981066,0.012804325304325305,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
4521.79,3131.93,0.37,3025.06,1,645.0,0.41,280.93,303.34,1,1013.99,90,0,187.14,1731.05,368.58,62.2,1389.86,0,1389.8600000000001,0.692477430966284,115.1813,0.3236554918239476,0.3073014665726244,0.5525338900007342,0.04137711456866226,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3629.51,3352.63,0.06,2658.66,1,727.0,0.39,4.73,495.41,7,1294.54,23,0,532.19,2227.09,1465.63,73.8,276.88,0,276.8800000000001,0.9234597893959802,1.8447000000000002,0.3860115755166789,0.0762647672090147,0.6640833962005349,0.14658822038776922,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
2586.17,2534.03,0.09,2409.44,0,613.0,0.56,604.13,979.88,7,185.58,34,0,679.0,2078.09,1681.8,50.3,52.14,0,52.13999999999987,0.979460182361422,338.31280000000004,0.07320623424574857,0.020153294912974407,0.819749667656793,0.2624489306848796,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
3677.05,2276.04,0.17,3074.08,1,753.0,0.57,366.83,601.09,9,834.09,36,0,146.24,2715.84,1441.28,74.5,1401.01,0,1401.0100000000002,0.618817036201248,209.09309999999996,0.3663045005797,0.3809110805997743,1.1927063204862454,0.039760199018501655,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
3285.42,2691.73,0.21,2966.68,2,714.0,0.47,706.65,406.24,7,195.09,76,0,586.33,1361.88,1121.37,33.8,593.69,0,593.69,0.8190462570213181,332.1255,0.07245063560030156,0.18064946050717803,0.5057618105045809,0.17840994151690898,1,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
3814.84,2020.61,0.14,2757.38,2,670.0,0.18,367.81,666.47,8,1872.93,37,0,537.93,2462.69,465.23,96.9,1794.23,0,1794.2300000000002,0.5295321606775965,66.2058,0.9264546574265067,0.47020577382699486,1.2181825376803637,0.14097289194515492,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
2282.15,1808.42,0.08,2036.74,1,612.0,0.43,573.76,489.73,5,486.95,93,0,438.09,2490.75,928.5,55.7,473.73,0,473.73,0.7920723561745834,246.7168,0.269119386322689,0.20748965245384665,1.3765460755380177,0.19187963997109256,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
4003.62,4254.45,0.17,2560.16,1,628.0,0.46,660.45,767.32,1,794.26,57,0,525.02,1000.0,1609.61,71.8,0.0,0,-250.82999999999993,1.062385444811243,303.807,0.18664536065515985,0.0,0.23499277397220036,0.13110357537044715,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
4169.75,3064.38,0.39,3289.28,1,658.0,0.24,633.69,759.34,8,1040.06,60,0,384.05,3045.44,1556.05,46.4,1105.37,0,1105.37,0.7347311634598094,152.0856,0.3392923552707984,0.2650290715099203,0.9934950968558547,0.09208175987532219,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
4154.59,3070.33,0.37,3168.63,0,682.0,0.35,634.79,475.69,9,723.56,53,0,563.52,2297.94,2222.8,93.6,1084.26,0,1084.2600000000002,0.7388433411380815,222.17649999999998,0.23558523506103218,0.26091601914529583,0.7481905233237718,0.1356052931112068,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
5530.99,996.21,0.26,1673.99,0,668.0,0.1,563.79,597.11,6,1304.41,50,0,437.43,1887.29,1249.45,69.7,4534.78,1,4534.78,0.18008167042962842,56.379,1.3080594859658448,0.819737562793859,1.8925702710562469,0.07907281104991151,0,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
2249.0,4408.99,0.1,3479.97,0,681.0,0.35,832.77,312.28,4,1475.67,73,0,226.64,1547.2,1380.6,9.6,0.0,0,-2159.99,1.959551111111111,291.4695,0.33461980639411887,0.0,0.35083979782267083,0.10072888888888888,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
